FIPSCode,State,JurisdictionName,D1a,D1Comments,D2a,D2b,D2c,D2d_Other,D2d,D2e,D2f,D2g_Other,D2g,D2Comments,D3a,D3Comments,D4a,D4b,D4c,D4d,D4e,D4f,D4Comments,D5,D5Comments
0500500000,AR,BAXTER COUNTY,43, ,24,22,0,-999999: Data Not Available,-999999: Data Not Available,2,-999999: Data Not Available, ,-999999: Data Not Available, ,139, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,2, 
0500700000,AR,BENTON COUNTY,94, ,64,54,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,10,-999999: Data Not Available, ,-999999: Data Not Available, ,478, ,-999999: Data Not Available,12,7,162,228,69, ,2, 
0500900000,AR,BOONE COUNTY,61, ,16,14,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,83, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, 
0501100000,AR,BRADLEY COUNTY,14, ,15,14,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,62, ,-999999: Data Not Available,1,7,12,10,32, ,-8888888, 
0501300000,AR,CALHOUN COUNTY,21, ,8,7,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,35, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,4,31,-999999: Data Not Available, ,-8888888, 
0501500000,AR,CARROLL COUNTY,21, ,8,6,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2, ,-999999: Data Not Available, ,86, ,-999999: Data Not Available,1,3,17,36,29, ,-8888888, 
0501700000,AR,CHICOT COUNTY,15, ,4,3,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,55, ,0,1,4,7,18,25, ,5, 
0501900000,AR,CLARK COUNTY,17, ,15,14,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,140, ,0,3,6,9,79,43, ,-8888888, 
0502100000,AR,CLAY COUNTY,17, ,16,14,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2, ,-999999: Data Not Available, ,77, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,MOST POLLWORKERS WERE 50 PLUS YEARS OLD.,-8888888, 
0502300000,AR,CLEBURNE COUNTY,35, ,27,26,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,134, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,4, 
0502500000,AR,CLEVELAND COUNTY,17, ,15,14,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,62, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, 
0502700000,AR,COLUMBIA COUNTY,14, ,7,6,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,53, ,0,2,4,8,18,21, ,2, 
0502900000,AR,CONWAY COUNTY,31, ,24,23,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,124, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, 
0503100000,AR,CRAIGHEAD COUNTY,53, ,25,23,0,-999999: Data Not Available,-999999: Data Not Available,1,1, ,-999999: Data Not Available, ,155, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, 
0503300000,AR,CRAWFORD COUNTY,43, ,35,32,1,-999999: Data Not Available,1,1,-999999: Data Not Available, ,-999999: Data Not Available, ,161, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, 
0503500000,AR,CRITTENDEN COUNTY,25, ,26,25,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,157, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, 
0503700000,AR,CROSS COUNTY,22, ,7,6,0,-999999: Data Not Available,-999999: Data Not Available,1,0, ,-999999: Data Not Available, ,39, ,-999999: Data Not Available,-999999: Data Not Available,4,10,25,-999999: Data Not Available, ,4, 
0503900000,AR,DALLAS COUNTY,9, ,11,6,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,5,-999999: Data Not Available, ,-999999: Data Not Available, ,32, ,-999999: Data Not Available,-999999: Data Not Available,4,4,12,12, ,1, 
0504100000,AR,DESHA COUNTY,23, ,11,8,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2,1, ,-999999: Data Not Available, ,65, ,-999999: Data Not Available,2,-999999: Data Not Available,1,51,11, ,5, 
0504300000,AR,DREW COUNTY,-999999: Data Not Available, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-9999999, 
0504500000,AR,FAULKNER COUNTY,50, ,30,24,0,-999999: Data Not Available,-999999: Data Not Available,5,1, ,-999999: Data Not Available, ,212, ,-999999: Data Not Available,21,15,60,64,52, ,2, 
0504700000,AR,FRANKLIN COUNTY,38, ,15,13,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2, ,-999999: Data Not Available, ,88, ,-999999: Data Not Available,5,2,18,25,38, ,2, 
0504900000,AR,FULTON COUNTY,12, ,14,12,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,1, ,-999999: Data Not Available, ,60, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, 
0505100000,AR,GARLAND COUNTY,56,56 REPORTING PRECINCTS WITH 184 PRECINCT SPLITS,27,23,1,-999999: Data Not Available,0,2,1, ,0,PLUS ABSENTEE COUNTING AT COUNTY CLERK'S OFFICE.,213, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2,TRAINING SHOULD BE SCHEDULED CLOSER TO ELECTION.
0505300000,AR,GRANT COUNTY,18, ,19,18,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,84, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, 
0505500000,AR,GREENE COUNTY,38, ,16,15,0,-999999: Data Not Available,-999999: Data Not Available,0,1, ,-999999: Data Not Available, ,90, ,0,1,8,14,34,33, ,-8888888, 
0505700000,AR,HEMPSTEAD COUNTY,24, ,16,15,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,95, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,"NO METHOD FOR TRACKING WORKERS BY AGE, HOWEVER, THE MAJORITY ARE RETIRED, OLDER INDIVIDUALS.",2, 
0505900000,AR,HOT SPRING COUNTY,31, ,28,24,2,-999999: Data Not Available,-999999: Data Not Available,1,1, ,-999999: Data Not Available, ,130, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,1, 
0506100000,AR,HOWARD COUNTY,35, ,15,13,1,-999999: Data Not Available,-999999: Data Not Available,1,0, ,-999999: Data Not Available, ,53, ,0,1,1,11,23,17, ,2, 
0506300000,AR,INDEPENDENCE COUNTY,34, ,16,14,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2,-999999: Data Not Available, ,-999999: Data Not Available, ,102, ,0,2,6,26,27,41, ,2,OUR EXPERIENCED WORKERS ARE AGING AND GETTING TIRED OF THE CONTINUING MORE COMPLICATED PROCESS OF HOLDING ELECTIONS.  YOUNGER WORKERS ARE DIFFICULT TO GET BECAUSE OF WORK AND FAMILY DUTIED.
0506500000,AR,IZARD COUNTY,47, ,14,12,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2,-999999: Data Not Available, ,-999999: Data Not Available, ,82, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, 
0506700000,AR,JACKSON COUNTY,13, ,14,13,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,62, ,0,2,0,3,53,4, ,-8888888, 
0506900000,AR,JEFFERSON COUNTY,201, ,41,40,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,253, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, 
0507100000,AR,JOHNSON COUNTY,22, ,18,17,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,110, ,-999999: Data Not Available,1,3,18,21,67, ,4, 
0507300000,AR,LAFAYETTE COUNTY,25, ,7,6,0,-999999: Data Not Available,-999999: Data Not Available,0,1, ,-999999: Data Not Available, ,35, ,-999999: Data Not Available,2,-999999: Data Not Available,13,14,6, ,2,POLL WORKERS WOULD CALL IN SICK AT THE LAST MINUTE.
0507500000,AR,LAWRENCE COUNTY,28, ,14,13,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,92, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, 
0507700000,AR,LEE COUNTY,9, ,4,3,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,23, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, 
0507900000,AR,LINCOLN COUNTY,26, ,14,13,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,69, ,-999999: Data Not Available,5,2,13,40,9, ,2, 
0508100000,AR,LITTLE RIVER COUNTY,20, ,16,15,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,64, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, 
0508300000,AR,LOGAN COUNTY,36, ,21,19,0,-999999: Data Not Available,0,0,2, ,0, ,118, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, 
0508500000,AR,LONOKE COUNTY,-999999: Data Not Available, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-9999999, 
0508700000,AR,MADISON COUNTY,22, ,21,20,0,-999999: Data Not Available,0,0,1, ,0, ,80, ,0,1,5,19,27,28, ,-8888888, 
0508900000,AR,MARION COUNTY,31, ,17,16,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,74, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, 
0509100000,AR,MILLER COUNTY,19, ,21,18,0,-999999: Data Not Available,-999999: Data Not Available,3,0, ,-999999: Data Not Available, ,94, ,0,0,12,29,32,21, ,2, 
0509300000,AR,MISSISSIPPI COUNTY,54, ,23,19,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,2,2, ,-999999: Data Not Available, ,93, ,-999999: Data Not Available,-999999: Data Not Available,4,28,27,34, ,2, 
0509500000,AR,MONROE COUNTY,16, ,13,12,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,COUNTY CLERK'S OFFICE,1, ,69, ,0,0,2,35,27,5, ,-8888888, 
0509700000,AR,MONTGOMERY COUNTY,16, ,7,6,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,46, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,2, 
0509900000,AR,NEVADA COUNTY,11, ,10,9,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,59, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,8,21,30, ,2, 
0510100000,AR,NEWTON COUNTY,-999999: Data Not Available, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-9999999, 
0510300000,AR,OUACHITA COUNTY,62, ,21,20,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,102, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,1, 
0510500000,AR,PERRY COUNTY,17, ,17,17,1,-999999: Data Not Available,-999999: Data Not Available,17,1, ,-999999: Data Not Available, ,75, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,1, 
0510700000,AR,PHILLIPS COUNTY,-999999: Data Not Available, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available, ,71, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,4, 
0510900000,AR,PIKE COUNTY,11, ,9,7,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,1, ,-999999: Data Not Available, ,66, ,0,1,9,17,22,17, ,2, 
0511100000,AR,POINSETT COUNTY,41, ,10,9,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,76, ,-999999: Data Not Available,-999999: Data Not Available,3,9,27,37, ,1, 
0511300000,AR,POLK COUNTY,17, ,18,17,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1,-999999: Data Not Available, ,-999999: Data Not Available, ,92, ,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,22,65,5, ,2, 
0511500000,AR,POPE COUNTY,55, ,9,7,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,1, ,-999999: Data Not Available, ,40, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable, ,-8888888, 
